"sub_region_2","date","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","date_of_interest"
"Queens County",2020-07-08,-27,0,96,-51,-46,17,2020-07-08
"Queens County",2020-07-09,-24,4,149,-50,-47,16,2020-07-09
"Queens County",2020-07-10,-45,-20,-18,-56,-49,22,2020-07-10
"Queens County",2020-07-11,-28,4,128,-44,-23,8,2020-07-11
"Queens County",2020-07-12,-29,-5,247,-46,-24,4,2020-07-12
"Queens County",2020-07-13,-26,1,117,-51,-45,16,2020-07-13
"Queens County",2020-07-14,-21,4,154,-50,-47,15,2020-07-14
"Queens County",2020-07-15,-20,1,140,-50,-45,15,2020-07-15
"Queens County",2020-07-16,-20,3,141,-51,-46,16,2020-07-16
"Queens County",2020-07-17,-27,-2,77,-50,-45,17,2020-07-17
"Queens County",2020-07-18,-27,-2,225,-42,-23,5,2020-07-18
"Queens County",2020-07-19,-31,-11,213,-49,-25,5,2020-07-19
"Queens County",2020-07-20,-27,-6,101,-53,-46,16,2020-07-20
"Queens County",2020-07-21,-22,0,137,-51,-47,16,2020-07-21
"Queens County",2020-07-22,-26,-7,72,-52,-45,17,2020-07-22
"Queens County",2020-07-23,-22,2,92,-51,-45,16,2020-07-23
"Queens County",2020-07-24,-29,-3,64,-51,-45,17,2020-07-24
"Queens County",2020-07-25,-25,-2,224,-41,-22,5,2020-07-25
"Queens County",2020-07-26,-29,-9,211,-48,-25,4,2020-07-26
"Queens County",2020-07-27,-25,-4,114,-52,-45,15,2020-07-27
"Queens County",2020-07-28,-23,-1,112,-51,-46,16,2020-07-28
"Queens County",2020-07-29,-21,0,131,-50,-46,15,2020-07-29
"Queens County",2020-07-30,-21,1,116,-51,-47,16,2020-07-30
"Queens County",2020-07-31,-25,-1,79,-49,-46,16,2020-07-31
"Queens County",2020-08-01,-24,-2,235,-41,-23,4,2020-08-01
"Queens County",2020-08-02,-29,-11,154,-49,-25,5,2020-08-02
"Queens County",2020-08-03,-21,0,119,-50,-45,14,2020-08-03
"Queens County",2020-08-04,-37,-17,41,-55,-51,20,2020-08-04
"Queens County",2020-08-05,-16,3,146,-47,-45,13,2020-08-05
"Queens County",2020-08-06,-18,1,125,-49,-46,14,2020-08-06
"Queens County",2020-08-07,-26,-5,56,-49,-45,16,2020-08-07
"Queens County",2020-08-08,-23,-1,194,-42,-22,5,2020-08-08
"Queens County",2020-08-09,-25,-9,224,-46,-24,4,2020-08-09
"Queens County",2020-08-10,-21,-4,129,-50,-45,14,2020-08-10
"Queens County",2020-08-11,-21,-1,135,-49,-46,14,2020-08-11
"Queens County",2020-08-12,-26,-5,77,-50,-46,15,2020-08-12
"Queens County",2020-08-13,-25,-2,71,-50,-46,16,2020-08-13
"Queens County",2020-08-14,-24,-1,115,-47,-44,14,2020-08-14
"Queens County",2020-08-15,-26,-4,218,-39,-23,4,2020-08-15
"Queens County",2020-08-16,-38,-19,27,-51,-29,7,2020-08-16
"Queens County",2020-08-17,-24,-5,112,-50,-45,14,2020-08-17
"Queens County",2020-08-18,-22,-1,140,-48,-44,14,2020-08-18
"Queens County",2020-08-19,-26,-5,83,-50,-45,15,2020-08-19
"Queens County",2020-08-20,-19,1,150,-48,-45,13,2020-08-20
"Queens County",2020-08-21,-24,-1,120,-46,-44,13,2020-08-21
"Queens County",2020-08-22,-26,-4,211,-39,-22,4,2020-08-22
"Queens County",2020-08-23,-27,-11,183,-45,-24,3,2020-08-23
"Queens County",2020-08-24,-24,-6,109,-50,-44,14,2020-08-24
"Queens County",2020-08-25,-23,-4,97,-48,-45,14,2020-08-25
"Queens County",2020-08-26,-19,1,137,-47,-44,13,2020-08-26
"Queens County",2020-08-27,-23,-4,90,-49,-45,15,2020-08-27
"Queens County",2020-08-28,-26,-4,92,-46,-43,14,2020-08-28
"Queens County",2020-08-29,-29,-5,99,-43,-24,7,2020-08-29
"Queens County",2020-08-30,-24,-9,231,-42,-23,2,2020-08-30
"Queens County",2020-08-31,-23,-5,102,-49,-44,13,2020-08-31
"Queens County",2020-09-01,-20,0,97,-48,-44,14,2020-09-01
"Queens County",2020-09-02,-22,-2,71,-49,-44,14,2020-09-02
"Queens County",2020-09-03,-20,0,97,-48,-44,14,2020-09-03
"Queens County",2020-09-04,-21,2,118,-45,-43,12,2020-09-04
"Queens County",2020-09-05,-24,-2,198,-40,-24,3,2020-09-05
"Queens County",2020-09-06,-26,-9,209,-46,-24,1,2020-09-06
"Queens County",2020-09-07,-27,-8,173,-60,-69,18,2020-09-07
"Queens County",2020-09-08,-21,-1,108,-47,-44,13,2020-09-08
"Queens County",2020-09-09,-21,1,92,-47,-43,13,2020-09-09
"Queens County",2020-09-10,-25,-4,41,-49,-45,16,2020-09-10
"Queens County",2020-09-11,-22,-1,97,-45,-41,13,2020-09-11
"Queens County",2020-09-12,-20,-1,187,-38,-18,4,2020-09-12
"Queens County",2020-09-13,-24,-7,163,-45,-21,4,2020-09-13
"Queens County",2020-09-14,-21,-4,87,-47,-39,13,2020-09-14
"Queens County",2020-09-15,-18,0,88,-46,-39,13,2020-09-15
"Queens County",2020-09-16,-21,-3,85,-47,-40,13,2020-09-16
"Queens County",2020-09-17,-20,-1,90,-47,-41,14,2020-09-17
"Queens County",2020-09-18,-22,-1,73,-45,-40,13,2020-09-18
"Queens County",2020-09-19,-20,-2,140,-38,-19,4,2020-09-19
"Queens County",2020-09-20,-23,-8,129,-45,-23,4,2020-09-20
"Queens County",2020-09-21,-22,-5,58,-48,-41,14,2020-09-21
"Queens County",2020-09-22,-21,-1,76,-47,-41,14,2020-09-22
"Queens County",2020-09-23,-20,-1,84,-46,-39,13,2020-09-23
"Queens County",2020-09-24,-21,-1,69,-47,-40,14,2020-09-24
"Queens County",2020-09-25,-23,-2,69,-45,-38,13,2020-09-25
"Queens County",2020-09-26,-22,-1,138,-38,-18,3,2020-09-26
"Queens County",2020-09-27,-25,-8,141,-43,-21,4,2020-09-27
"Queens County",2020-09-28,-21,-4,74,-49,-45,14,2020-09-28
"Queens County",2020-09-29,-27,-5,15,-47,-40,14,2020-09-29
"Queens County",2020-09-30,-20,3,54,-47,-39,13,2020-09-30
"Queens County",2020-10-01,-20,4,68,-46,-38,13,2020-10-01
"Queens County",2020-10-02,-25,0,38,-45,-37,13,2020-10-02
"Queens County",2020-10-03,-21,1,126,-37,-17,4,2020-10-03
"Queens County",2020-10-04,-24,-7,114,-44,-21,4,2020-10-04
"Queens County",2020-10-05,-24,-1,56,-47,-39,13,2020-10-05
"Queens County",2020-10-06,-21,3,74,-46,-40,13,2020-10-06
"Queens County",2020-10-07,-25,-2,44,-47,-39,14,2020-10-07
