Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
Q,Completely Locked,06/21/2020 03:03:32 PM,Q405,Q405,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Hollis Ave. bet. 204 St. and 205 St.,Hollis Playground,POINT (-73.75318504098055 40.70659127720876),Adults Allowed,Q405-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
B,Completely Locked,06/22/2020 03:45:07 PM,B209,B209,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Bedford Ave., Gravesend Neck Rd., Ave. V, E. 24 St.",Galapo Playground,POINT (-73.94676716908707 40.59797611736224),Adults Allowed,B209-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
B,Completely Locked,06/22/2020 01:05:59 PM,B363,B363,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Glenmore Ave. between Powell St. and Sackman St.,Houston Playground,POINT (-73.90510802952913 40.672163418147875),Adults Allowed,B363-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
X,Completely Locked,06/22/2020 09:54:26 AM,X235,X235,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 158 st bet. Eagle Av and Caildwell Av,Grove Hill Playground,POINT (-73.90876665113332 40.819959462861476),Adults Allowed,X235-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
Q,Completely Locked,06/22/2020 01:28:56 PM,Q429,Q429,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,36 Ave bet. 9 St. and 10 St.,Spirit Playground,POINT (-73.94124714774448 40.761217631730304),Adults Allowed,Q429-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
X,Completely Locked,06/22/2020 10:27:41 AM,X265,X265,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Macombs Rd bet. W 176 St and W 175 St,Galileo Playground,POINT (-73.91584004895996 40.84867829129451),Adults Allowed,X265-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
B,Completely Locked,06/22/2020 01:55:05 PM,B125,B125-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Bay 46 & Cropsey Ave,Calvert Vaux Park Playground,POINT (-73.99063163599682 40.587878229135235),Unknown,B125-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,313,B-13
R,Completely Locked,06/22/2020 02:28:38 PM,R045,R045-01,,Reopened,false,Not Applicable,"Wild Ave, Pearson St",Schmul Park,POINT (-74.188122960463 40.59005334565699),Adults not allowed in some locations,R045-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,502,R-02
X,Completely Locked,06/22/2020 10:25:30 AM,X085,X085,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,E. 183 St. bet. Valentine Ave. and Ryer,Slattery Playground,POINT (-73.89831637283282 40.85728394633679),Unknown,X085-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
M,Partially Locked,06/22/2020 10:41:26 AM,M077,M077-03,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 140 St & St Nicholas Ave,Arlington Edinboro Playground,POINT (-73.9467791341592 40.820646850203865),Adults Allowed,M077-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
Q,Partially Locked,06/21/2020 11:27:34 AM,Q369,Q369,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,248 St. bet. Van Zandt Ave. and 52 Ave.,Louis Pasteur Park,POINT (-73.73532045599006 40.76157465884206),Adults Allowed,Q369-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 11:27:31 AM,411,Q-11
Q,Partially Locked,06/22/2020 01:08:10 PM,Q329,Q329,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Kissena Blvd., 155 St. bet. 65 Ave. and Melbourne Ave.",Pomonok Playground,POINT (-73.81388518530281 40.73660646725633),Adults Allowed,Q329-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,408,Q-08
X,Completely Locked,06/22/2020 01:12:50 PM,X282,X282,,Reopened,,,Southern Blvd bet. E 174 St and E 173 St,Seabury Playground,POINT (-73.88787060431027 40.83648824442089),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
X,Completely Locked,06/22/2020 11:02:37 AM,X205,X205,,Reopened,false,Not Applicable,"Watson Ave., Blackrock Ave. bet. Virginia Ave., Pugsley Ave.",Black Rock Playground,POINT (-73.85801036487362 40.82837175323094),Adults not allowed in some locations,X205-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
X,Completely Locked,06/22/2020 11:03:24 AM,X148M1,X148M1,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",Havemeyer Playground,POINT (-73.8479656057439 40.82989252927138),Adults Allowed,X148M1-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
M,Partially Locked,06/22/2020 01:07:17 PM,M111,M111,,Reopened,true,Level 1: Playgrounds for All Children,E. 115 St. bet. 3 Ave. and Lexington Ave.,James Weldon Johnson Playground,POINT (-73.94226350605727 40.79728209100962),Adults Allowed,M111-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
Q,Partially Locked,06/23/2020 11:10:39 AM,Q310,Q310,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"74 Ave., 260 St.",Glen Oaks Oval,POINT (-73.71617030100528 40.74958150632769),Adults not allowed in some locations,Q310-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:37 AM,413,Q-13
X,Completely Locked,06/22/2020 10:31:15 AM,X044,X044-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 193 St & Jerome Ave,St James Park Playground,POINT (-73.89822963800172 40.86595190175411),Adults not allowed in some locations,X044-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,207,X-07
X,Completely Locked,06/22/2020 10:03:39 AM,X116,X116,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Rev James Polite Av to Interval Av bet. E 167 St and Home St,Rev J Polite Playground,POINT (-73.89750089708764 40.8267763474824),Adults Allowed,X116-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
B,Completely Locked,06/24/2020 10:50:20 AM,B402,B402,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Wyona St. to Vermont St. between Fulton St. and Jamaica Ave.,George Walker Jr. Park,POINT (-73.89514534899543 40.678498627517605),Adults Allowed,B402-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,305,B-05
Q,Partially Locked,06/21/2020 11:31:08 AM,Q293,Q293,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,56 Ave. bet. 201 St. and 202 St.,Saul Weprin Playground,POINT (-73.77632444768986 40.74849858900335),Adults Allowed,Q293-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 11:31:06 AM,411,Q-11
B,Completely Locked,06/22/2020 12:21:00 PM,B312,B312,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Stanley Ave. between Autumn Ave. and Hemlock St.,Woodruff Playground,POINT (-73.86602376811457 40.665491452625055),Adults Allowed,B312-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
B,Completely Locked,06/22/2020 04:19:50 PM,B320,B320,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Berkeley Pl. and Lincoln Pl. between 5 Ave. and 6 Ave.,Park Slope Playground,POINT (-73.97878703642043 40.67692065398832),Adults Allowed,B320-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
X,Completely Locked,06/22/2020 10:07:36 AM,X273,X273,,Reopened,false,Not Applicable,Longfellow Av bet. E 173 St and E 174 St,Rock Garden Park,POINT (-73.88518423007375 40.83522130066535),Adults Allowed,X273-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
Q,Completely Locked,06/22/2020 06:33:20 PM,Q321,Q321,,Reopened,false,Not Applicable,21 St. bet. 29 Ave. and 30 Ave.,Van Alst Playground,POINT (-73.9282482943692 40.770401113851314),Adults Allowed,Q321-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
X,Completely Locked,06/22/2020 10:24:20 AM,X302,X302,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 183 St bet. Park Av and Webster Av,Thorpe Family Playground,POINT (-73.89487949773847 40.85623539569055),Adults not allowed in some locations,X302-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,206,X-06
X,Completely Locked,06/22/2020 09:29:29 AM,X182,X182,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 135 St. bet. Cypress Ave. and St Ann's Ave.,Millbrook Playground,POINT (-73.9169368282683 40.80450213836115),Adults Allowed,X182-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
M,Partially Locked,06/22/2020 03:12:58 PM,M237,M237,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Hudson St. bet. Gansevoort St. and Horatio St.,Corporal John A. Seravalli Playground,POINT (-74.00446732734724 40.73898777318035),Adults Allowed,M237-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,102,M-02
Q,Completely Locked,06/21/2020 04:56:36 PM,Q456,Q456,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Cross Bay Blvd. bet. E 9 Rd. and E 10 Rd.,Gene Gray Playground,POINT (-73.81915502806407 40.6061999532459),Adults not allowed in some locations,Q456-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
X,Completely Locked,06/22/2020 10:20:15 AM,X148H,X148H,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,S/S E 176 St bet. Crotona Av and Prospect Av,Admiral Farragut Playground,POINT (-73.89207393984692 40.84307448234812),Adults Allowed,X148H-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,206,X-06
X,Partially Locked,06/22/2020 10:37:59 AM,X202,X202,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Marble Hill Av bet. W 230 St and W 228 St,Marble Hill Playground,POINT (-73.90808875704839 40.877817994802385),Adults Allowed,X202-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,208,X-08
B,Completely Locked,06/22/2020 03:29:41 PM,B162,B162,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"10 Ave., New Utrecht Ave. bet. 43 St. and 42 St.",Brizzi Playground,POINT (-73.99453018815225 40.64229256839283),Adults Allowed,B162-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,312,B-12
Q,Completely Locked,06/21/2020 03:03:32 PM,Q359,Q359,,Reopened,false,Not Applicable,Jamaica Ave. bet. 202 St. and 204 St.,Haggerty Park,POINT (-73.75847051928628 40.71308682989242),Adults Allowed,Q359-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
R,Completely Locked,06/22/2020 02:51:05 PM,R106,R106-01,,Reopened,false,Not Applicable,"Ramona Ave, Lenevar Ave",Bloomingdale Playground,POINT (-74.20878845419341 40.53517448172024),Adults not allowed in some locations,R106-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
R,Partially Locked,06/22/2020 02:47:42 PM,R071,R071,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hillcrest Ave., N/o Highmount Rd.",Great Kills Veterans Playground,POINT (-74.15162739845856 40.546904866889186),Adults Allowed,R071-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
Q,Completely Locked,06/21/2020 01:07:46 PM,Q211,Q211,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kissena Blvd. bet. Maple Ave. and Franklin Ave.,Maple Playground,POINT (-73.8262600194642 40.75597757184256),Adults Allowed,Q211-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:07:44 PM,407,Q-07
Q,Partially Locked,06/23/2020 11:07:29 AM,Q021C,Q021C,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"210 St., Oceania St. bet. the Long Island Exwy. and 64 Ave.",Seven Gables Playground,POINT (-73.76610327334569 40.7438685253691),Adults Allowed,Q021C-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:00:00 AM,411,Q-11
X,Not Lockable,06/22/2020 10:10:16 AM,X010,X010-05,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Crotona Pk E, E 173 St",Hill & Dale Playground,POINT (-73.89064942604864 40.837357264674495),Adults Allowed,X010-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
M,Completely Locked,07/17/2020 01:31:58 PM,M069,M069,,UnderConstruction,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Thompson St bet. Spring St and Prince St,Vesuvio Playground,POINT (-74.00257438479728 40.72545304842911),Adults Allowed,M069-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,102,M-02
B,Completely Locked,06/22/2020 12:20:00 PM,B149A,B149A,,Reopened,false,Not Applicable,Elton St. bet. New Lots Ave. and Hegeman Ave.,Elton Playground,POINT (-73.88101247358124 40.66620012367576),Adults Allowed,B149A-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
Q,Completely Locked,06/21/2020 02:55:40 PM,Q094,Q094-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Bet 81-82 Sts, N Conduit Ave",Addabbo Playground,POINT (-73.85462542418335 40.67327700917607),Adults Allowed,Q094-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
B,Partially Locked,06/22/2020 12:39:21 PM,B343,B343,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Linden Blvd., Osborn St., Rockaway Ave., Hegeman Ave.",Osborn Playground,POINT (-73.90600761428495 40.656169612719296),Adults Allowed,B343-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
R,Completely Locked,06/22/2020 04:48:41 PM,R025,R025,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Beechwood Ave., Crescent Ave. and Jersey St.",Mahoney Playground,POINT (-74.08539886806311 40.643196248871476),Adults not allowed in some locations,R025-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
Q,Partially Locked,06/22/2020 01:16:34 PM,Q337,Q337,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,106 St. bet. Atlantic Ave. and 94 Ave.,Maurice A FitzGerald Playground,POINT (-73.83944499476723 40.69046726053404),Adults Allowed,Q337-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,409,Q-09
B,Completely Locked,06/22/2020 01:44:24 PM,B206,B206,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Avenue H bet. Kings Hwy. and E. 49 St.,Sunners Playground,POINT (-73.9295827475008 40.63252348903332),Adults not allowed in some locations,B206-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
B,Partially Locked,06/22/2020 03:35:50 PM,B254,B254,,Reopened,false,Not Applicable,"Winthrop St., Brooklyn Ave., Rutland Rd.",Wingate Park,POINT (-73.94497708704652 40.659396545794394),Adults not allowed in some locations,B254-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,309,B-09
M,Completely Locked,06/22/2020 11:46:20 AM,M042,M042-02,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Seaman Ave Bet Isham, W 207 St",Emerson Plgd,POINT (-73.9220952128408 40.86962495349457),Adults not allowed in some locations,M042-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12
R,Completely Locked,06/24/2020 09:07:55 AM,R038A,R038A,,Reopened,,,,Midland Field,POINT (-74.09922504840623 40.576557154195186),,,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,502,R-02B
M,Completely Locked,06/23/2020 09:14:46 AM,M283,M283-03,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"River Terr, Murray St",Nelson Rockefeller Park Playground South,POINT (-74.01672773692549 40.715919389307),Unknown,M283-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,101,M-01
M,Completely Locked,06/22/2020 03:14:35 PM,M395,M395,,Reopened,false,Not Applicable,La Guardia Pl. bet. W. 3 St. and Bleecker St.,Fiorello La Guardia Park,POINT (-73.99807460777143 40.72885529880294),Adults not allowed in some locations,M395-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,102,M-02
M,Completely Locked,06/19/2020 10:07:19 AM,M228,M228,true,Reopened,,,,Henry M Jackson Playground,POINT (-73.98168112925228 40.71395366891677),,,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
M,Completely Locked,06/22/2020 11:12:54 AM,M010,M010-176,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"96 St, W/o Fifth Ave",East 96th St Plgd,POINT (-73.95660330816652 40.78777678393522),Unknown,M010-CPA-0012,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
X,Completely Locked,06/22/2020 10:56:46 AM,X004,X004-03,,Reopened,false,Not Applicable,"Morrison Ave, Watson Ave",Parque De Los Ninos,POINT (-73.87359492809396 40.82704266826961),Adults Allowed,X004-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
B,Completely Locked,06/22/2020 04:37:04 PM,B295,B295,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Flushing Ave. between N. Portland Ave. and N. Oxford St.,Oxport Playground,POINT (-73.97649734888705 40.69780582975734),Adults Allowed,B295-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
Q,Completely Locked,06/19/2020 01:41:21 PM,Q483,Q483,,Reopened,false,Not Applicable,"Corona Ave. bet. 104 St. and 106 St., 50 Av.",Corona Health Sanctuary,POINT (-73.8583090568864 40.7437665803692),Adults not allowed in some locations,Q483-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:41:18 PM,404,Q-04
X,Completely Locked,07/06/2020 12:47:41 PM,X104,X104-01,,Reopened,false,Not Applicable,"Reservoir Oval East, Holt Pl",Plgd w/ Mini Pool & Courts,POINT (-73.87638008456669 40.87749056662002),Unknown,X104-CPA-0001,03/31/2020 07:11:11 PM,07/06/2020 12:00:00 AM,207,X-07
Q,Completely Locked,06/22/2020 01:30:36 PM,Q436,Q436,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,30 Ave. bet. 29 St. and 30 St.,Athens Square,POINT (-73.92219042215703 40.76791472190316),Adults Allowed,Q436-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
B,Completely Locked,06/22/2020 03:28:45 PM,B052,B052-03,,Reopened,false,Not Applicable,"8th Ave To Ft Hamilton Pkwy, Btwn 66th And 67th Street",Leif Ericson Park Playground,POINT (-74.01265677333946 40.63126953596193),Unknown,B052-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,310,B-10
M,Completely Locked,06/22/2020 03:31:06 PM,M140,M140-01,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 148 St & Hudson River,Ten Mile River Plgd,POINT (-73.95224102606947 40.829925200119845),Adults Allowed,M140-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-14
B,Not Lockable,06/23/2020 10:01:04 AM,B359,B359,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kosciuszko St. to Dekalb Ave. between Lewis Ave. and Stuyvesant Ave.,Eleanor Roosevelt Playground,POINT (-73.9358731466295 40.692776387284674),Adults not allowed in some locations,B359-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
Q,Partially Locked,06/22/2020 03:13:41 PM,Q141,Q141,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"45 Ave., 45 Rd. bet. 11 St. and 21 St.",Murray Playground,POINT (-73.94861077966216 40.74717015534552),Adults not allowed in some locations,Q141-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,402,Q-02
Q,Completely Locked,06/21/2020 02:55:40 PM,Q414,Q414,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,N Conduit Ave. and 149 Ave.bet. Whitelaw St. and Lafayette St.,Rocket Playground,POINT (-73.8465596625497 40.67068311296701),Adults Allowed,Q414-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
Q,Completely Locked,06/22/2020 01:08:51 PM,Q212,Q212,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,137 St. bet. 76 Ave. and 76 Rd.,Queens Valley Playground,POINT (-73.82399404842046 40.721776601987834),Adults Allowed,Q212-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,408,Q-08
B,Completely Locked,06/24/2020 11:34:10 AM,B253,B253,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.",Albert J. Parham Playground,POINT (-73.97066917487507 40.69028746850178),Adults Allowed,B253-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,302,B-02
Q,Completely Locked,06/21/2020 01:06:24 PM,Q300,Q300-04,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kissena Blvd & Booth Mem Ave,Captain Mario Fajardo Park,POINT (-73.81467404010893 40.74328732456715),Unknown,Q300-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 01:06:22 PM,407,Q-07
X,Completely Locked,06/22/2020 09:57:19 AM,X247,X247,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,E 156 St bet. Fox St and Southern Blvd,Fox Playground,POINT (-73.89859103760783 40.814968131501395),Adults not allowed in some locations,X247-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
B,Completely Locked,06/23/2020 10:01:04 AM,B088,B088-03,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lafayette Ave Btw Marcy & Tompkins Aves,Herbert Von King Park,POINT (-73.94644118011509 40.690128474412816),Adults not allowed in some locations,B088-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
B,Completely Locked,06/22/2020 04:19:50 PM,B111,B111,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"3 St., 4 St. bet. 4 Ave. and 5 Ave.",J.J. Byrne Playground,POINT (-73.98411990218283 40.67280683402547),Adults Allowed,B111-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
B,Completely Locked,06/22/2020 04:39:33 PM,B221,B221,,Reopened,,,"Flushing Ave., Steuben St., Williamsburg Pl.",Steuben Playground,POINT (-73.96345807759882 40.69744491870467),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
B,Completely Locked,06/22/2020 03:45:07 PM,B251,B251-08,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Langham St & Oriental Ave,Manhattan Beach Park Playground,POINT (-73.94067556169057 40.57750789937696),Adults not allowed in some locations,B251-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
R,Completely Locked,06/22/2020 05:03:39 PM,R135,R135-01,,UnderConstruction,false,Not Applicable,"Armstrong Ave, Tennyson Dr",Crescent Beach Tot Lot,POINT (-74.14672300361626 40.53581203125039),Unknown,R135-CPA-0001,03/31/2020 07:11:11 PM,,503,R-03
X,Completely Locked,06/22/2020 10:13:42 AM,X106,X106,,UnderConstruction,false,Not Applicable,E 146 St bet. Walton Av and Grand Concourse,Garrison Playground,POINT (-73.9281917327351 40.817388066348734),Unknown,X106-CPA-0001,03/31/2020 07:11:11 PM,,201,X-01
M,Partially Locked,06/22/2020 05:24:24 PM,M187,M187,,Reopened,,,"2 Ave., E. 96 St. to E. 97 St.",Marx Brothers Playground,POINT (-73.94616901070847 40.78433520699544),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
X,Completely Locked,06/22/2020 09:55:29 AM,X216,X216,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 156 St bet. Tinton Av and Union Av,Abigail Playground,POINT (-73.90469490994606 40.81739773582473),Adults Allowed,X216-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
B,Completely Locked,06/23/2020 10:04:35 AM,B269,B269,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,Jesse Owens Playground,POINT (-73.93213627502202 40.6918290566779),Unknown,B269-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,303,B-03
Q,Completely Locked,06/21/2020 06:57:14 PM,Q304,Q304,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Austin St. bet. 76 Ave. and 76 Dr.,Ehrenreich-Austin Playground,POINT (-73.83728058334096 40.715834916566145),Adults Allowed,Q304-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 10:00:00 AM,406,Q-06
B,Completely Locked,06/22/2020 04:20:06 PM,B255J,B255J,true,Reopened,,,,Seeley Park,POINT (-73.97788831354677 40.65343669950405),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,307,B-07
X,Not Lockable,06/22/2020 10:00:01 AM,X029,X029,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Aldus St to Bruckner Blvd bet. Bryant Av and Longfellow Av,Lyons Square Playground,POINT (-73.88815003664571 40.82251919023291),Adults Allowed,X029-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
